Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
12/17/2015,Jamba Juice,JAMBA JUICE NEWPORT JERSEY CITYNJ           12/16,3.21,debit,Food & Dining,TOTAL CHECKING,,
12/16/2015,Bb China Institute,BB *CHINA INSTITUTE,430.0,debit,Uncategorized,CREDIT CARD,,
12/16/2015,Earl of Sandwich,EARL OF SANDWICH NEW YORK NY12/15,3.26,debit,Fast Food,TOTAL CHECKING,,
12/16/2015,Market Work W,MARKET@WORK 2067379149 TUKWILA WA            12/15,1.51,debit,Groceries,TOTAL CHECKING,,
12/16/2015,Key Food,KEY FOOD # 1484 BROOKLYN NY12/15,7.77,debit,Groceries,TOTAL CHECKING,,
12/15/2015,Axa Equitable Li,AXA Equitable Li DIRECT PAYPPD ID: 7135570651,1337.66,credit,Income,TOTAL CHECKING,,
12/14/2015,Rite Aid,RITE AID STORE - 10574 BROOKLYNNY           12/14 Purchase $1.1,41.16,debit,Pharmacy,TOTAL CHECKING,,
12/14/2015,7-Eleven,7-ELEVEN BROOKLYN NY12/13,2.58,debit,Fast Food,TOTAL CHECKING,,
12/14/2015,Beauty 35,BEAUTY 35 NEW YORK NY12/12,11.29,debit,Personal Care,TOTAL CHECKING,,
12/14/2015,Key Food,KEY FOOD # 1484 BROOKLYN NY12/11,14.89,debit,Groceries,TOTAL CHECKING,,
12/11/2015,Transfer from CHASE COLLEGE,Payment Thank You-Mobile,1000.0,credit,Credit Card Payment,CREDIT CARD,,
12/11/2015,Key Food,KEY FOOD # 1484 BROOKLYN NY464558  12/11,5.49,debit,Groceries,TOTAL CHECKING,,
12/11/2015,Axa Equitable Dir,AXA EQUITABLE    DIR DEPPPD ID: 9004030301,1437.38,credit,Paycheck,TOTAL CHECKING,,
12/11/2015,Transfer to CREDIT CARD,Payment to Chase card ending in8140,1000.0,debit,Credit Card Payment,TOTAL CHECKING,,
12/11/2015,Juga,JUGA NEW YORK NY12/11,23.2,debit,Restaurants,TOTAL CHECKING,,
12/10/2015,Joe Coffee Columbia,SQ *JOE COFFEE COLUMBIA,4.5,debit,Coffee Shops,CREDIT CARD,,
12/09/2015,Key Food,KEY FOOD # 1484 BROOKLYN NY12/08,9.98,debit,Groceries,TOTAL CHECKING,,
12/09/2015,Club Freetime,CLUBFREETIME.COM 646-866-1252 NY12/08,9.0,debit,Printing,TOTAL CHECKING,,
12/09/2015,School Products,SCHOOL PRODUCTS NEW YORK NY12/08,34.51,debit,Tuition,TOTAL CHECKING,,
12/08/2015,Eye Solutions,EYE SOLUTIONS,350.0,debit,Eyecare,CREDIT CARD,,
12/08/2015,Macy's,MACY'S    WEST 34TH ST NEW YORKNY           12/08,120.85,debit,Clothing,TOTAL CHECKING,,
12/07/2015,Chase Quickpay Electronic,Chase QuickPay Electronic Transfer 5046080021 to Dana,70.0,debit,Shopping,TOTAL CHECKING,,
12/03/2015,Interest,INTEREST PAYMENT,0.13,credit,Interest Income,CHASE SAVINGS,,
12/03/2015,iTunes,APL* ITUNES.COM/BILL,3.87,debit,Music,CREDIT CARD,,
12/02/2015,Nysc,NYSC BAY RIDGE,19.99,debit,Personal Care,CREDIT CARD,,
11/30/2015,Chase,Chase QuickPay Electronic Transfer 4973752328 to RICHARD GEE,445.1,debit,Financial,TOTAL CHECKING,,
11/30/2015,Worldwide Insurance Services,WORLDWIDE INSURANCE S 610-254-5843 PA        11/29,15.39,debit,Financial,TOTAL CHECKING,,
11/30/2015,Otg Jfk T,"OTG JFK T5 VENTURE, LLC JAMAICANY           11/29",7.91,debit,Uncategorized,TOTAL CHECKING,,
11/27/2015,Transfer from CHASE COLLEGE,Payment Thank You-Mobile,25.0,credit,Credit Card Payment,CREDIT CARD,,
11/27/2015,Transfer to CREDIT CARD,Payment to Chase card ending in8140,25.0,debit,Credit Card Payment,TOTAL CHECKING,,
11/27/2015,Pret A Manger,PRET A MANGER #022 NEW YORK NY11/25,4.34,debit,Fast Food,TOTAL CHECKING,,
11/27/2015,Rite Aid,RITE AID STORE - 3879 BROOKLYN NY            11/26,11.58,debit,Pharmacy,TOTAL CHECKING,,
11/27/2015,Century Theaters,CENTURY TWENTY ONE #20 BROOKLYNNY           11/25,11.94,debit,Movies & DVDs,TOTAL CHECKING,,
11/25/2015,ATM Withdrawal,ATM WITHDRAWAL006893  11/258515 5TH,500.0,debit,Cash & ATM,TOTAL CHECKING,,
11/25/2015,Market Place,MARKET PLACE JERSEY CITY NJ11/24,3.89,debit,Groceries,TOTAL CHECKING,,
11/25/2015,Side Dish Cafe,SIDE DISH CAFE JERSEY CITY NJ11/24,10.52,debit,Restaurants,TOTAL CHECKING,,
11/25/2015,Axa Equitable Dir,AXA EQUITABLE    DIR DEPPPD ID: 9004030301,1437.36,credit,Paycheck,TOTAL CHECKING,,
11/24/2015,Market Work W,MARKET@WORK 2067379149 TUKWILA WA            11/23,2.33,debit,Groceries,TOTAL CHECKING,,
11/24/2015,Spice,SPICE NEW YORK NY11/23,16.15,debit,Restaurants,TOTAL CHECKING,,
11/23/2015,Uber.com,UBER TECHNOLOGIES INC,8.0,debit,Rental Car & Taxi,CREDIT CARD,,
11/23/2015,Key Food,KEY FOOD # 1484 BROOKLYN NY149699  11/22,1.59,debit,Groceries,TOTAL CHECKING,,
11/23/2015,Transfer to CREDIT CARD,Payment to Chase card ending in0411,15.2,debit,Credit Card Payment,TOTAL CHECKING,,
11/23/2015,Mui,MUI NEW YORK NY11/21,31.11,debit,Uncategorized,TOTAL CHECKING,,
11/23/2015,Foodtown,FOODTOWN #587 BROOKLYN NY11/22,17.23,debit,Groceries,TOTAL CHECKING,,
11/23/2015,Global Kitchen,52 GLOBAL KITCHEN INC NEW YORK NY            11/19,7.29,debit,Restaurants,TOTAL CHECKING,,
11/23/2015,Transfer from CHASE COLLEGE,Payment Thank You-Mobile,15.2,credit,Credit Card Payment,CREDIT CARD,,
11/22/2015,United Healthcare Part,UNITED HEALTHCARE PART D,15.2,debit,Financial,CREDIT CARD,,
11/20/2015,J Crew New,J CREW #700 NEW YORK NY11/20,166.5,credit,Income,TOTAL CHECKING,,
11/19/2015,J.Crew,J CREW,244.5,debit,Clothing,CREDIT CARD,,
11/19/2015,Market Place,MARKET PLACE JERSEY CITY NJ11/18,6.89,debit,Groceries,TOTAL CHECKING,,
11/18/2015,JetBlue,JETBLUE     2792141389713,285.4,debit,Air Travel,CREDIT CARD,,
11/18/2015,Side Dish Cafe,SIDE DISH CAFE,5.21,debit,Restaurants,CREDIT CARD,,
11/18/2015,CVS,CVS/PHARMACY #00 00991 JERSEY CITY NJ817256  11/18,9.99,debit,Pharmacy,TOTAL CHECKING,,
11/17/2015,Liat Ltd,LIAT 1974 LTD,123.79,debit,Air Travel,CREDIT CARD,,
11/17/2015,Teresas,TERESA'S NEW YORK NY11/16,4.3,debit,Restaurants,TOTAL CHECKING,,
11/16/2015,Transfer to CHASE COLLEGE,Online Transfer to CHK ...2772 transaction#: 5005125988,300.0,debit,Transfer,CHASE SAVINGS,,
11/16/2015,Devon Blakely New,DEVON & BLAKELY NEW YORK NY11/13,6.53,debit,Food & Dining,TOTAL CHECKING,,
11/16/2015,Chase Quickpay Electronic,Chase QuickPay Electronic Transfer 5005212893 to Reggie,616.0,debit,Shopping,TOTAL CHECKING,,
11/16/2015,Transfer from CHASE SAVINGS,Online Transfer from SAV ...4866transaction#: 5005125988,300.0,credit,Transfer,TOTAL CHECKING,,
11/15/2015,City Sports,CITY SPORTS #018,124.93,debit,Uncategorized,CREDIT CARD,,
11/15/2015,JetBlue,JETBLUE     2792141286335,203.3,debit,Air Travel,CREDIT CARD,,
11/15/2015,Airbnb,AIRBNB INC,157.0,debit,Hotel,CREDIT CARD,,
11/13/2015,Transfer from CHASE COLLEGE,Online Transfer from CHK ...2772transaction#: 5001674686,1000.0,credit,Transfer,CHASE SAVINGS,,
11/13/2015,Axa Equitable Dir,AXA EQUITABLE    DIR DEPPPD ID: 9004030301,1437.37,credit,Paycheck,TOTAL CHECKING,,
11/13/2015,Transfer to CHASE SAVINGS,Online Transfer to SAV ...4866 transaction#: 5001674686,1000.0,debit,Transfer,TOTAL CHECKING,,
11/12/2015,Chili's,CHILIS PBI    10168151,2.43,debit,Restaurants,CREDIT CARD,,
11/12/2015,Nyc Taxi,NYC-TAXI,70.8,debit,Rental Car & Taxi,CREDIT CARD,,
11/12/2015,The Breakers Motel,THE BREAKERS HOTEL,890.27,debit,Hotel,CREDIT CARD,,
11/10/2015,Otg Jfk T,"OTG JFK T5 VENTURE, LLC",10.6,debit,Uncategorized,CREDIT CARD,,
11/10/2015,Yellow Cab,YELLOW CAB WEST PALM,21.09,debit,Rental Car & Taxi,CREDIT CARD,,
11/09/2015,Jupiter Car Ser,SQ *JUPITER CAR SER,43.7,debit,Uncategorized,CREDIT CARD,,
11/09/2015,ATM Withdrawal,ATM WITHDRAWAL008433  11/07260 MADIS,500.0,debit,Cash & ATM,TOTAL CHECKING,,
11/09/2015,Teresas,TERESA'S NEW YORK NY11/06,4.3,debit,Restaurants,TOTAL CHECKING,,
11/08/2015,Bkst Columbia Uv,BKST-COLUMBIA-UV- #7070,28.31,credit,Credit Card Payment,CREDIT CARD,,
7/31/2015,Transfer to CHASE COLLEGE,Online Transfer to CHK ...2772 transaction#: 4786923853,600.0,debit,Transfer,CHASE SAVINGS,,
7/31/2015,Transfer from CHASE SAVINGS,Online Transfer from SAV ...4866transaction#: 4786923853,600.0,credit,Transfer,TOTAL CHECKING,,
